State,Year,Month,TelehealthType,ServiceType,ServiceCount,RatePer1000Beneficiaries,DataQuality
Oklahoma,2021,202102,Other telehealth,All, 193 ,0,
Oklahoma,2021,202102,Remote patient monitoring,All, 220 ,0,
Oklahoma,2021,202102,Store and forward,All, 17 ,0,
Oklahoma,2021,202103,Live audio/video,All," 94,072 ",93.7,
Oklahoma,2021,202103,Other telehealth,All, 155 ,0,
Oklahoma,2021,202103,Remote patient monitoring,All, 255 ,0,
Oklahoma,2021,202103,Store and forward,All, DS ,DS,
Oklahoma,2021,202104,Live audio/video,All," 80,206 ",79.2,
Oklahoma,2021,202104,Other telehealth,All, 147 ,0,
Oklahoma,2021,202104,Remote patient monitoring,All, 282 ,0,
Oklahoma,2021,202104,Store and forward,All, 15 ,0,
Oklahoma,2021,202105,Live audio/video,All," 67,841 ",66.7,
Oklahoma,2021,202105,Other telehealth,All, 167 ,0,
Oklahoma,2021,202105,Remote patient monitoring,All, 270 ,0,
Oklahoma,2021,202105,Store and forward,All, DS ,DS,
Oklahoma,2021,202106,Live audio/video,All," 67,309 ",65.2,
Oklahoma,2021,202106,Other telehealth,All, 133 ,0,
Oklahoma,2021,202106,Remote patient monitoring,All, 307 ,0,
Oklahoma,2021,202106,Store and forward,All, DS ,DS,
Oklahoma,2021,202107,Live audio/video,All," 68,189 ",62.8,
Oklahoma,2021,202107,Other telehealth,All, 132 ,0,
Oklahoma,2021,202107,Remote patient monitoring,All, 415 ,0,
Oklahoma,2021,202107,Store and forward,All, 88 ,0,
Oklahoma,2021,202108,Live audio/video,All," 81,853 ",73.6,
Oklahoma,2021,202108,Other telehealth,All, 152 ,0,
Oklahoma,2021,202108,Remote patient monitoring,All, 353 ,0,
Oklahoma,2021,202108,Store and forward,All, 96 ,0,
Oklahoma,2021,202109,Live audio/video,All," 77,343 ",68.4,
Oklahoma,2021,202109,Other telehealth,All, 160 ,0,
Oklahoma,2021,202109,Remote patient monitoring,All, 415 ,0,
Oklahoma,2021,202109,Store and forward,All, DS ,DS,
Oklahoma,2021,202110,Live audio/video,All," 64,661 ",56.0,
Oklahoma,2021,202110,Other telehealth,All, 114 ,0,
Oklahoma,2021,202110,Remote patient monitoring,All, 417 ,0,
Oklahoma,2021,202110,Store and forward,All, 12 ,0,
Oklahoma,2021,202111,Live audio/video,All," 64,650 ",55.1,
Oklahoma,2021,202111,Other telehealth,All, 123 ,0,
Oklahoma,2021,202111,Remote patient monitoring,All, 376 ,0,
Oklahoma,2021,202111,Store and forward,All, 21 ,0,
Oklahoma,2021,202112,Live audio/video,All," 65,252 ",54.7,
Oklahoma,2021,202112,Other telehealth,All, 112 ,0,
Oklahoma,2021,202112,Remote patient monitoring,All, 354 ,0,
Oklahoma,2021,202112,Store and forward,All, 12 ,0,
Oklahoma,2022,202201,Live audio/video,All," 84,315 ",69.6,
Oklahoma,2022,202201,Other telehealth,All, 173 ,0,
Oklahoma,2022,202201,Remote patient monitoring,All, 262 ,0,
Oklahoma,2022,202201,Store and forward,All, 27 ,0,
Oklahoma,2022,202202,Live audio/video,All," 78,723 ",64.4,
Oklahoma,2022,202202,Other telehealth,All, 109 ,0,
Oklahoma,2022,202202,Remote patient monitoring,All, 320 ,0,
Oklahoma,2022,202202,Store and forward,All, 37 ,0,
Oklahoma,2022,202203,Live audio/video,All," 72,504 ",58.6,
Oklahoma,2022,202203,Other telehealth,All, 116 ,0,
Oklahoma,2022,202203,Remote patient monitoring,All, 413 ,0,
Oklahoma,2022,202203,Store and forward,All, 45 ,0,
Oklahoma,2022,202204,Live audio/video,All," 63,117 ",50.4,
Oklahoma,2022,202204,Other telehealth,All, 84 ,0,
Oklahoma,2022,202204,Remote patient monitoring,All, 382 ,0,
Oklahoma,2022,202204,Store and forward,All, 69 ,0,
Oklahoma,2022,202205,Live audio/video,All," 63,894 ",50.6,
Oklahoma,2022,202205,Other telehealth,All, 94 ,0,
Oklahoma,2022,202205,Remote patient monitoring,All, 368 ,0,
Oklahoma,2022,202205,Store and forward,All, 68 ,0,
Oklahoma,2022,202206,Live audio/video,All," 65,407 ",51.2,
Oklahoma,2022,202206,Other telehealth,All, 133 ,0,
Oklahoma,2022,202206,Remote patient monitoring,All, 345 ,0,
Oklahoma,2022,202206,Store and forward,All, 45 ,0,
Oklahoma,2022,202207,Live audio/video,All," 63,035 ",48.8,
Oklahoma,2022,202207,Other telehealth,All, 110 ,0,
Oklahoma,2022,202207,Remote patient monitoring,All, 368 ,0,
Oklahoma,2022,202207,Store and forward,All, 49 ,0,
Oklahoma,2022,202208,Live audio/video,All," 71,111 ",54.4,
Oklahoma,2022,202208,Other telehealth,All, 126 ,0,
Oklahoma,2022,202208,Remote patient monitoring,All, 417 ,0,
Oklahoma,2022,202208,Store and forward,All, 63 ,0,
Oklahoma,2022,202209,Live audio/video,All," 65,361 ",49.5,
Oklahoma,2022,202209,Other telehealth,All, 111 ,0,
Oklahoma,2022,202209,Remote patient monitoring,All, 398 ,0,
Oklahoma,2022,202209,Store and forward,All, 59 ,0,
Oklahoma,2022,202210,Live audio/video,All," 63,999 ",48.1,
Oklahoma,2022,202210,Other telehealth,All, 118 ,0,
Oklahoma,2022,202210,Remote patient monitoring,All, 372 ,0,
Oklahoma,2022,202210,Store and forward,All, 73 ,0,
Oklahoma,2022,202211,Live audio/video,All," 65,585 ",48.9,
Oklahoma,2022,202211,Other telehealth,All, 101 ,0,
Oklahoma,2022,202211,Remote patient monitoring,All, 322 ,0,
Oklahoma,2022,202211,Store and forward,All, 54 ,0,
Oklahoma,2022,202212,Live audio/video,All," 65,335 ",48.3,
Oklahoma,2022,202212,Other telehealth,All, 152 ,0,
Oklahoma,2022,202212,Remote patient monitoring,All, 331 ,0,
Oklahoma,2022,202212,Store and forward,All, 72 ,0,
Oregon,2018,201801,Live audio/video,All," 4,864 ",4.4,
Oregon,2018,201801,Other telehealth,All, DS ,DS,
Oregon,2018,201801,Remote patient monitoring,All, DS ,DS,
Oregon,2018,201801,Store and forward,All, -   ,0,
Oregon,2018,201802,Live audio/video,All," 4,344 ",4.0,
Oregon,2018,201802,Other telehealth,All, DS ,DS,
Oregon,2018,201802,Remote patient monitoring,All, -   ,0,
Oregon,2018,201802,Store and forward,All, -   ,0,
Oregon,2018,201803,Live audio/video,All," 4,827 ",4.4,
Oregon,2018,201803,Other telehealth,All, DS ,DS,
Oregon,2018,201803,Remote patient monitoring,All, -   ,0,
Oregon,2018,201803,Store and forward,All, -   ,0,
Oregon,2018,201804,Live audio/video,All," 4,801 ",4.4,
Oregon,2018,201804,Other telehealth,All, DS ,DS,
Oregon,2018,201804,Remote patient monitoring,All, DS ,DS,
Oregon,2018,201804,Store and forward,All, -   ,0,
Oregon,2018,201805,Live audio/video,All," 5,280 ",4.8,
Oregon,2018,201805,Other telehealth,All, DS ,DS,
Oregon,2018,201805,Remote patient monitoring,All, -   ,0,
Oregon,2018,201805,Store and forward,All, -   ,0,
Oregon,2018,201806,Live audio/video,All," 4,606 ",4.2,
Oregon,2018,201806,Other telehealth,All, DS ,DS,
Oregon,2018,201806,Remote patient monitoring,All, -   ,0,
Oregon,2018,201806,Store and forward,All, -   ,0,
Oregon,2018,201807,Live audio/video,All," 4,294 ",3.9,
Oregon,2018,201807,Other telehealth,All, DS ,DS,
Oregon,2018,201807,Remote patient monitoring,All, -   ,0,
Oregon,2018,201807,Store and forward,All, DS ,DS,
Oregon,2018,201808,Live audio/video,All," 4,789 ",4.4,
Oregon,2018,201808,Other telehealth,All, DS ,DS,
Oregon,2018,201808,Remote patient monitoring,All, -   ,0,
Oregon,2018,201808,Store and forward,All, -   ,0,
Oregon,2018,201809,Live audio/video,All," 4,208 ",3.8,
Oregon,2018,201809,Other telehealth,All, DS ,DS,
Oregon,2018,201809,Remote patient monitoring,All, DS ,DS,
Oregon,2018,201809,Store and forward,All, -   ,0,
Oregon,2018,201810,Live audio/video,All," 5,261 ",4.8,
Oregon,2018,201810,Other telehealth,All, DS ,DS,
Oregon,2018,201810,Remote patient monitoring,All, DS ,DS,
Oregon,2018,201810,Store and forward,All, DS ,DS,
Oregon,2018,201811,Live audio/video,All," 4,995 ",4.5,
Oregon,2018,201811,Other telehealth,All, DS ,DS,
Oregon,2018,201811,Remote patient monitoring,All, DS ,DS,
Oregon,2018,201811,Store and forward,All, DS ,DS,
Oregon,2018,201812,Live audio/video,All," 4,496 ",4.1,
Oregon,2018,201812,Other telehealth,All, DS ,DS,
Oregon,2018,201812,Remote patient monitoring,All, -   ,0,
Oregon,2018,201812,Store and forward,All, DS ,DS,
Oregon,2019,201901,Live audio/video,All," 5,503 ",5.0,
Oregon,2019,201901,Other telehealth,All, DS ,DS,
Oregon,2019,201901,Remote patient monitoring,All, DS ,DS,
Oregon,2019,201901,Store and forward,All, DS ,DS,
Oregon,2019,201902,Live audio/video,All," 5,575 ",5.0,
Oregon,2019,201902,Other telehealth,All, DS ,DS,
Oregon,2019,201902,Remote patient monitoring,All, DS ,DS,
Oregon,2019,201902,Store and forward,All, DS ,DS,
Oregon,2019,201903,Live audio/video,All," 5,945 ",5.4,
Oregon,2019,201903,Other telehealth,All, DS ,DS,
Oregon,2019,201903,Remote patient monitoring,All, DS ,DS,
Oregon,2019,201903,Store and forward,All, DS ,DS,
Oregon,2019,201904,Live audio/video,All," 6,804 ",6.1,
Oregon,2019,201904,Other telehealth,All, DS ,DS,
Oregon,2019,201904,Remote patient monitoring,All, -   ,0,
Oregon,2019,201904,Store and forward,All, -   ,0,
Oregon,2019,201905,Live audio/video,All," 6,988 ",6.3,
Oregon,2019,201905,Other telehealth,All, DS ,DS,
Oregon,2019,201905,Remote patient monitoring,All, -   ,0,
Oregon,2019,201905,Store and forward,All, -   ,0,
Oregon,2019,201906,Live audio/video,All," 6,563 ",6.0,
Oregon,2019,201906,Other telehealth,All, DS ,DS,
Oregon,2019,201906,Remote patient monitoring,All, DS ,DS,
Oregon,2019,201906,Store and forward,All, DS ,DS,
Oregon,2019,201907,Live audio/video,All," 7,105 ",6.4,
Oregon,2019,201907,Other telehealth,All, DS ,DS,
Oregon,2019,201907,Remote patient monitoring,All, DS ,DS,
Oregon,2019,201907,Store and forward,All, DS ,DS,
Oregon,2019,201908,Live audio/video,All," 7,155 ",6.5,
Oregon,2019,201908,Other telehealth,All, 19 ,0,
Oregon,2019,201908,Remote patient monitoring,All, DS ,DS,
Oregon,2019,201908,Store and forward,All, -   ,0,
Oregon,2019,201909,Live audio/video,All," 6,894 ",6.2,
Oregon,2019,201909,Other telehealth,All, 17 ,0,
Oregon,2019,201909,Remote patient monitoring,All, DS ,DS,
Oregon,2019,201909,Store and forward,All, DS ,DS,
Oregon,2019,201910,Live audio/video,All," 8,003 ",7.2,
Oregon,2019,201910,Other telehealth,All, 19 ,0,
Oregon,2019,201910,Remote patient monitoring,All, DS ,DS,
Oregon,2019,201910,Store and forward,All, DS ,DS,
Oregon,2019,201911,Live audio/video,All," 7,169 ",6.4,
Oregon,2019,201911,Other telehealth,All, 22 ,0,
Oregon,2019,201911,Remote patient monitoring,All, DS ,DS,
Oregon,2019,201911,Store and forward,All, DS ,DS,
Oregon,2019,201912,Live audio/video,All," 7,364 ",6.6,
Oregon,2019,201912,Other telehealth,All, 18 ,0,
Oregon,2019,201912,Remote patient monitoring,All, DS ,DS,
Oregon,2019,201912,Store and forward,All, -   ,0,
Oregon,2020,202001,Live audio/video,All," 8,280 ",7.4,
Oregon,2020,202001,Other telehealth,All, 41 ,0,
Oregon,2020,202001,Remote patient monitoring,All, DS ,DS,
Oregon,2020,202001,Store and forward,All, DS ,DS,
Oregon,2020,202002,Live audio/video,All," 8,236 ",7.3,
Oregon,2020,202002,Other telehealth,All, 40 ,0,
Oregon,2020,202002,Remote patient monitoring,All, 41 ,0,
Oregon,2020,202002,Store and forward,All, DS ,DS,
Oregon,2020,202003,Live audio/video,All," 88,735 ",78.6,
Oregon,2020,202003,Other telehealth,All," 1,666 ",1.5,
Oregon,2020,202003,Remote patient monitoring,All, 73 ,0,
Oregon,2020,202003,Store and forward,All, 138 ,0,
Oregon,2020,202004,Live audio/video,All," 274,430 ",238.8,
Oregon,2020,202004,Other telehealth,All," 1,170 ",1.0,
Oregon,2020,202004,Remote patient monitoring,All, 88 ,0,
Oregon,2020,202004,Store and forward,All, 222 ,0,
Oregon,2020,202005,Live audio/video,All," 247,543 ",212.9,
Oregon,2020,202005,Other telehealth,All, 410 ,0,
Oregon,2020,202005,Remote patient monitoring,All, 64 ,0,
Oregon,2020,202005,Store and forward,All, 97 ,0,
Oregon,2020,202006,Live audio/video,All," 231,906 ",197.0,
Oregon,2020,202006,Other telehealth,All, 372 ,0,
Oregon,2020,202006,Remote patient monitoring,All, 58 ,0,
Oregon,2020,202006,Store and forward,All, 61 ,0,
Oregon,2020,202007,Live audio/video,All," 223,785 ",187.9,
Oregon,2020,202007,Other telehealth,All, 447 ,0,
Oregon,2020,202007,Remote patient monitoring,All, 76 ,0,
Oregon,2020,202007,Store and forward,All, 55 ,0,
Oregon,2020,202008,Live audio/video,All," 208,026 ",172.6,
Oregon,2020,202008,Other telehealth,All, 275 ,0,
Oregon,2020,202008,Remote patient monitoring,All, 76 ,0,
Oregon,2020,202008,Store and forward,All, 50 ,0,
Oregon,2020,202009,Live audio/video,All," 212,564 ",174.2,
Oregon,2020,202009,Other telehealth,All, 272 ,0,
Oregon,2020,202009,Remote patient monitoring,All, 102 ,0,
Oregon,2020,202009,Store and forward,All, 40 ,0,
Oregon,2020,202010,Live audio/video,All," 224,266 ",181.7,
Oregon,2020,202010,Other telehealth,All, 228 ,0,
Oregon,2020,202010,Remote patient monitoring,All, 49 ,0,
Oregon,2020,202010,Store and forward,All, 40 ,0,
Oregon,2020,202011,Live audio/video,All," 218,044 ",174.0,
Oregon,2020,202011,Other telehealth,All, 207 ,0,
Oregon,2020,202011,Remote patient monitoring,All, 128 ,0,
Oregon,2020,202011,Store and forward,All, 53 ,0,
Oregon,2020,202012,Live audio/video,All," 253,582 ",198.9,
Oregon,2020,202012,Other telehealth,All, 272 ,0,
Oregon,2020,202012,Remote patient monitoring,All, 87 ,0,
Oregon,2020,202012,Store and forward,All, 57 ,0,
Oregon,2021,202101,Live audio/video,All," 240,978 ",187.4,
Oregon,2021,202101,Other telehealth,All, 275 ,0,
Oregon,2021,202101,Remote patient monitoring,All, 36 ,0,
Oregon,2021,202101,Store and forward,All, 48 ,0,
Oregon,2021,202102,Live audio/video,All," 231,203 ",178.5,
Oregon,2021,202102,Other telehealth,All, 238 ,0,
Oregon,2021,202102,Remote patient monitoring,All, 46 ,0,
Oregon,2021,202102,Store and forward,All, 44 ,0,
Oregon,2021,202103,Live audio/video,All," 252,291 ",193.1,
Oregon,2021,202103,Other telehealth,All, 331 ,0,
Oregon,2021,202103,Remote patient monitoring,All, 58 ,0,
Oregon,2021,202103,Store and forward,All, 48 ,0,
Oregon,2021,202104,Live audio/video,All," 230,511 ",175.1,
Oregon,2021,202104,Other telehealth,All, 310 ,0,
Oregon,2021,202104,Remote patient monitoring,All, 36 ,0,
Oregon,2021,202104,Store and forward,All, 49 ,0,
Oregon,2021,202105,Live audio/video,All," 204,779 ",154.5,
Oregon,2021,202105,Other telehealth,All, 244 ,0,
Oregon,2021,202105,Remote patient monitoring,All, 36 ,0,
Oregon,2021,202105,Store and forward,All, 43 ,0,
Oregon,2021,202106,Live audio/video,All," 201,184 ",150.9,
Oregon,2021,202106,Other telehealth,All, 310 ,0,
Oregon,2021,202106,Remote patient monitoring,All, 54 ,0,
Oregon,2021,202106,Store and forward,All, 51 ,0,
Oregon,2021,202107,Live audio/video,All," 171,813 ",127.9,
Oregon,2021,202107,Other telehealth,All, 298 ,0,
Oregon,2021,202107,Remote patient monitoring,All, 54 ,0,
Oregon,2021,202107,Store and forward,All, 45 ,0,
Oregon,2021,202108,Live audio/video,All," 182,483 ",134.8,
Oregon,2021,202108,Other telehealth,All, 332 ,0,
Oregon,2021,202108,Remote patient monitoring,All, 56 ,0,
Oregon,2021,202108,Store and forward,All, 47 ,0,
Oregon,2021,202109,Live audio/video,All," 188,667 ",138.4,
Oregon,2021,202109,Other telehealth,All, 319 ,0,
Oregon,2021,202109,Remote patient monitoring,All, 43 ,0,
Oregon,2021,202109,Store and forward,All, 42 ,0,
Oregon,2021,202110,Live audio/video,All," 184,459 ",134.5,
Oregon,2021,202110,Other telehealth,All, 292 ,0,
Oregon,2021,202110,Remote patient monitoring,All, 46 ,0,
Oregon,2021,202110,Store and forward,All, 46 ,0,
Oregon,2021,202111,Live audio/video,All," 180,122 ",130.3,
Oregon,2021,202111,Other telehealth,All, 277 ,0,
Oregon,2021,202111,Remote patient monitoring,All, 34 ,0,
Oregon,2021,202111,Store and forward,All, 56 ,0,
Oregon,2021,202112,Live audio/video,All," 180,852 ",129.8,
Oregon,2021,202112,Other telehealth,All, 286 ,0,
Oregon,2021,202112,Remote patient monitoring,All, 41 ,0,
Oregon,2021,202112,Store and forward,All, 58 ,0,
Oregon,2022,202201,Live audio/video,All," 201,432 ",143.6,
Oregon,2022,202201,Other telehealth,All, 338 ,0,
Oregon,2022,202201,Remote patient monitoring,All, 25 ,0,
Oregon,2022,202201,Store and forward,All, 75 ,0,
Oregon,2022,202202,Live audio/video,All," 183,187 ",130.1,
Oregon,2022,202202,Other telehealth,All, 339 ,0,
Oregon,2022,202202,Remote patient monitoring,All, 34 ,0,
Oregon,2022,202202,Store and forward,All, 41 ,0,
Oregon,2022,202203,Live audio/video,All," 195,159 ",138.0,
Oregon,2022,202203,Other telehealth,All, 405 ,0,
Oregon,2022,202203,Remote patient monitoring,All, 42 ,0,
Oregon,2022,202203,Store and forward,All, 43 ,0,
Oregon,2022,202204,Live audio/video,All," 166,355 ",117.0,
Oregon,2022,202204,Other telehealth,All, 378 ,0,
Oregon,2022,202204,Remote patient monitoring,All, 36 ,0,
Oregon,2022,202204,Store and forward,All, 52 ,0,
Oregon,2022,202205,Live audio/video,All," 166,107 ",116.4,
Oregon,2022,202205,Other telehealth,All, 379 ,0,
Oregon,2022,202205,Remote patient monitoring,All, 179 ,0,
Oregon,2022,202205,Store and forward,All, 48 ,0,
Oregon,2022,202206,Live audio/video,All," 161,962 ",112.9,
Oregon,2022,202206,Other telehealth,All, 513 ,0,
Oregon,2022,202206,Remote patient monitoring,All, 147 ,0,
Oregon,2022,202206,Store and forward,All, 44 ,0,
Oregon,2022,202207,Live audio/video,All," 142,535 ",98.5,
Oregon,2022,202207,Other telehealth,All, 486 ,0,
Oregon,2022,202207,Remote patient monitoring,All, 150 ,0,
Oregon,2022,202207,Store and forward,All, 35 ,0,
Oregon,2022,202208,Live audio/video,All," 161,139 ",110.6,
Oregon,2022,202208,Other telehealth,All, 549 ,0,
Oregon,2022,202208,Remote patient monitoring,All, 143 ,0,
Oregon,2022,202208,Store and forward,All, 50 ,0,
Oregon,2022,202209,Live audio/video,All," 149,457 ",102.0,
Oregon,2022,202209,Other telehealth,All, 575 ,0,
Oregon,2022,202209,Remote patient monitoring,All, 67 ,0,
Oregon,2022,202209,Store and forward,All, 44 ,0,
Oregon,2022,202210,Live audio/video,All," 148,684 ",100.9,
Oregon,2022,202210,Other telehealth,All, 668 ,0.5,
Oregon,2022,202210,Remote patient monitoring,All, 111 ,0,
Oregon,2022,202210,Store and forward,All, 56 ,0,
Oregon,2022,202211,Live audio/video,All," 151,320 ",102.0,
Oregon,2022,202211,Other telehealth,All, 732 ,0.5,
Oregon,2022,202211,Remote patient monitoring,All, 161 ,0,
Oregon,2022,202211,Store and forward,All, 60 ,0,
Oregon,2022,202212,Live audio/video,All," 146,380 ",97.9,
Oregon,2022,202212,Other telehealth,All, 812 ,0.5,
Oregon,2022,202212,Remote patient monitoring,All, 152 ,0,
Oregon,2022,202212,Store and forward,All, 39 ,0,
Pennsylvania,2018,201801,Live audio/video,All," 4,140 ",1.4,
Pennsylvania,2018,201801,Other telehealth,All, DS ,DS,
Pennsylvania,2018,201801,Remote patient monitoring,All, DS ,DS,
Pennsylvania,2018,201801,Store and forward,All, DS ,DS,
Pennsylvania,2018,201802,Live audio/video,All," 3,816 ",1.3,
Pennsylvania,2018,201802,Other telehealth,All, -   ,0,
Pennsylvania,2018,201802,Remote patient monitoring,All, DS ,DS,
Pennsylvania,2018,201802,Store and forward,All, 14 ,0,
Pennsylvania,2018,201803,Live audio/video,All," 3,991 ",1.4,
Pennsylvania,2018,201803,Other telehealth,All, DS ,DS,
Pennsylvania,2018,201803,Remote patient monitoring,All, DS ,DS,
Pennsylvania,2018,201803,Store and forward,All, 13 ,0,
Pennsylvania,2018,201804,Live audio/video,All," 4,333 ",1.5,
Pennsylvania,2018,201804,Other telehealth,All, DS ,DS,
Pennsylvania,2018,201804,Remote patient monitoring,All, DS ,DS,
Pennsylvania,2018,201804,Store and forward,All, 13 ,0,
Pennsylvania,2018,201805,Live audio/video,All," 4,402 ",1.5,
Pennsylvania,2018,201805,Other telehealth,All, DS ,DS,
Pennsylvania,2018,201805,Remote patient monitoring,All, DS ,DS,
Pennsylvania,2018,201805,Store and forward,All, 13 ,0,
Pennsylvania,2018,201806,Live audio/video,All," 3,779 ",1.3,
Pennsylvania,2018,201806,Other telehealth,All, DS ,DS,
Pennsylvania,2018,201806,Remote patient monitoring,All, DS ,DS,
Pennsylvania,2018,201806,Store and forward,All, 19 ,0,
Pennsylvania,2018,201807,Live audio/video,All," 3,984 ",1.4,
Pennsylvania,2018,201807,Other telehealth,All, DS ,DS,
Pennsylvania,2018,201807,Remote patient monitoring,All, DS ,DS,
Pennsylvania,2018,201807,Store and forward,All, 17 ,0,
Pennsylvania,2018,201808,Live audio/video,All," 4,305 ",1.5,
Pennsylvania,2018,201808,Other telehealth,All, DS ,DS,
Pennsylvania,2018,201808,Remote patient monitoring,All, DS ,DS,
Pennsylvania,2018,201808,Store and forward,All, DS ,DS,
Pennsylvania,2018,201809,Live audio/video,All," 3,671 ",1.3,
Pennsylvania,2018,201809,Other telehealth,All, DS ,DS,
Pennsylvania,2018,201809,Remote patient monitoring,All, DS ,DS,
Pennsylvania,2018,201809,Store and forward,All, 14 ,0,
Pennsylvania,2018,201810,Live audio/video,All," 4,283 ",1.5,
Pennsylvania,2018,201810,Other telehealth,All, 11 ,0,
Pennsylvania,2018,201810,Remote patient monitoring,All, DS ,DS,
Pennsylvania,2018,201810,Store and forward,All, 23 ,0,
Pennsylvania,2018,201811,Live audio/video,All," 3,819 ",1.3,
Pennsylvania,2018,201811,Other telehealth,All, 12 ,0,
Pennsylvania,2018,201811,Remote patient monitoring,All, DS ,DS,
Pennsylvania,2018,201811,Store and forward,All, 14 ,0,
Pennsylvania,2018,201812,Live audio/video,All," 3,716 ",1.3,
Pennsylvania,2018,201812,Other telehealth,All, 22 ,0,
Pennsylvania,2018,201812,Remote patient monitoring,All, DS ,DS,
Pennsylvania,2018,201812,Store and forward,All, 14 ,0,
Pennsylvania,2019,201901,Live audio/video,All," 4,617 ",1.6,
Pennsylvania,2019,201901,Other telehealth,All, 12 ,0,
Pennsylvania,2019,201901,Remote patient monitoring,All, 26 ,0,
Pennsylvania,2019,201901,Store and forward,All, 16 ,0,
Pennsylvania,2019,201902,Live audio/video,All," 4,290 ",1.5,
Pennsylvania,2019,201902,Other telehealth,All, 19 ,0,
Pennsylvania,2019,201902,Remote patient monitoring,All, 17 ,0,
Pennsylvania,2019,201902,Store and forward,All, 13 ,0,
Pennsylvania,2019,201903,Live audio/video,All," 4,688 ",1.6,
Pennsylvania,2019,201903,Other telehealth,All, 13 ,0,
Pennsylvania,2019,201903,Remote patient monitoring,All, 31 ,0,
Pennsylvania,2019,201903,Store and forward,All, 13 ,0,
Pennsylvania,2019,201904,Live audio/video,All," 4,506 ",1.5,
Pennsylvania,2019,201904,Other telehealth,All, 16 ,0,
Pennsylvania,2019,201904,Remote patient monitoring,All, 30 ,0,
Pennsylvania,2019,201904,Store and forward,All, 11 ,0,
Pennsylvania,2019,201905,Live audio/video,All," 3,856 ",1.3,
Pennsylvania,2019,201905,Other telehealth,All, 17 ,0,
Pennsylvania,2019,201905,Remote patient monitoring,All, 15 ,0,
Pennsylvania,2019,201905,Store and forward,All, 17 ,0,
Pennsylvania,2019,201906,Live audio/video,All," 3,797 ",1.3,
Pennsylvania,2019,201906,Other telehealth,All, 14 ,0,
Pennsylvania,2019,201906,Remote patient monitoring,All, 31 ,0,
Pennsylvania,2019,201906,Store and forward,All, DS ,DS,
Pennsylvania,2019,201907,Live audio/video,All," 3,938 ",1.4,
Pennsylvania,2019,201907,Other telehealth,All, 27 ,0,
Pennsylvania,2019,201907,Remote patient monitoring,All, 21 ,0,
Pennsylvania,2019,201907,Store and forward,All, 11 ,0,
Pennsylvania,2019,201908,Live audio/video,All," 4,827 ",1.7,
Pennsylvania,2019,201908,Other telehealth,All, 24 ,0,
Pennsylvania,2019,201908,Remote patient monitoring,All, 27 ,0,
Pennsylvania,2019,201908,Store and forward,All, 12 ,0,
Pennsylvania,2019,201909,Live audio/video,All," 4,317 ",1.5,
Pennsylvania,2019,201909,Other telehealth,All, 27 ,0,
Pennsylvania,2019,201909,Remote patient monitoring,All, 27 ,0,
Pennsylvania,2019,201909,Store and forward,All, DS ,DS,
Pennsylvania,2019,201910,Live audio/video,All," 4,835 ",1.6,
Pennsylvania,2019,201910,Other telehealth,All, 28 ,0,
Pennsylvania,2019,201910,Remote patient monitoring,All, 25 ,0,
Pennsylvania,2019,201910,Store and forward,All, 14 ,0,
Pennsylvania,2019,201911,Live audio/video,All," 4,495 ",1.5,
Pennsylvania,2019,201911,Other telehealth,All, 16 ,0,
Pennsylvania,2019,201911,Remote patient monitoring,All, 20 ,0,
Pennsylvania,2019,201911,Store and forward,All, DS ,DS,
Pennsylvania,2019,201912,Live audio/video,All," 4,563 ",1.5,
Pennsylvania,2019,201912,Other telehealth,All, 24 ,0,
Pennsylvania,2019,201912,Remote patient monitoring,All, 17 ,0,
Pennsylvania,2019,201912,Store and forward,All, DS ,DS,
Pennsylvania,2020,202001,Live audio/video,All," 5,758 ",1.9,
Pennsylvania,2020,202001,Other telehealth,All, 30 ,0,
Pennsylvania,2020,202001,Remote patient monitoring,All, 17 ,0,
Pennsylvania,2020,202001,Store and forward,All, -   ,0,
Pennsylvania,2020,202002,Live audio/video,All," 5,373 ",1.8,
Pennsylvania,2020,202002,Other telehealth,All, 32 ,0,
Pennsylvania,2020,202002,Remote patient monitoring,All, 21 ,0,
Pennsylvania,2020,202002,Store and forward,All, DS ,DS,
Pennsylvania,2020,202003,Live audio/video,All," 66,276 ",22.1,
Pennsylvania,2020,202003,Other telehealth,All," 8,427 ",2.8,
Pennsylvania,2020,202003,Remote patient monitoring,All, 21 ,0,
Pennsylvania,2020,202003,Store and forward,All, 144 ,0,
Pennsylvania,2020,202004,Live audio/video,All," 257,281 ",84.8,
Pennsylvania,2020,202004,Other telehealth,All," 21,500 ",7.1,
Pennsylvania,2020,202004,Remote patient monitoring,All, 56 ,0,
Pennsylvania,2020,202004,Store and forward,All, 502 ,0,
Pennsylvania,2020,202005,Live audio/video,All," 222,577 ",72.2,
Pennsylvania,2020,202005,Other telehealth,All," 11,294 ",3.7,
Pennsylvania,2020,202005,Remote patient monitoring,All, 55 ,0,
Pennsylvania,2020,202005,Store and forward,All, 313 ,0,
Pennsylvania,2020,202006,Live audio/video,All," 175,044 ",56.1,
Pennsylvania,2020,202006,Other telehealth,All," 7,039 ",2.3,
Pennsylvania,2020,202006,Remote patient monitoring,All, 78 ,0,
Pennsylvania,2020,202006,Store and forward,All, 242 ,0,
Pennsylvania,2020,202007,Live audio/video,All," 159,697 ",50.5,
Pennsylvania,2020,202007,Other telehealth,All," 4,926 ",1.6,
